,dado,data,partido,variavel
685,3,2014-10-01,PSB,dispersao
686,96,2014-10-01,PSB,fidelidade_lider
687,91,2014-10-01,PSB,rice
688,17,2014-10-01,PSB,num_deputados
689,57,2014-10-01,PSB,governismo
690,2,2014-10-01,DEM,dispersao
691,99,2014-10-01,DEM,fidelidade_lider
692,95,2014-10-01,DEM,rice
693,19,2014-10-01,DEM,num_deputados
694,58,2014-10-01,DEM,governismo
695,5,2014-10-01,PSC,dispersao
696,95,2014-10-01,PSC,fidelidade_lider
697,81,2014-10-01,PSC,rice
698,8,2014-10-01,PSC,num_deputados
699,68,2014-10-01,PSC,governismo
700,3,2014-10-01,PSDB,dispersao
701,96,2014-10-01,PSDB,fidelidade_lider
702,92,2014-10-01,PSDB,rice
703,29,2014-10-01,PSDB,num_deputados
704,56,2014-10-01,PSDB,governismo
705,5,2014-10-01,PMDB,dispersao
706,95,2014-10-01,PMDB,fidelidade_lider
707,87,2014-10-01,PMDB,rice
708,47,2014-10-01,PMDB,num_deputados
709,68,2014-10-01,PMDB,governismo
710,6,2014-10-01,PP,dispersao
711,94,2014-10-01,PP,fidelidade_lider
712,84,2014-10-01,PP,rice
713,21,2014-10-01,PP,num_deputados
714,61,2014-10-01,PP,governismo
715,5,2014-10-01,PSD,dispersao
716,96,2014-10-01,PSD,fidelidade_lider
717,89,2014-10-01,PSD,rice
718,28,2014-10-01,PSD,num_deputados
719,64,2014-10-01,PSD,governismo
720,3,2014-10-01,PCdoB,dispersao
721,100,2014-10-01,PCdoB,fidelidade_lider
722,92,2014-10-01,PCdoB,rice
723,12,2014-10-01,PCdoB,num_deputados
724,84,2014-10-01,PCdoB,governismo
725,4,2014-10-01,PMN,dispersao
726,94,2014-10-01,PMN,fidelidade_lider
727,73,2014-10-01,PMN,rice
728,2,2014-10-01,PMN,num_deputados
729,64,2014-10-01,PMN,governismo
730,5,2014-10-01,PR,dispersao
731,95,2014-10-01,PR,fidelidade_lider
732,87,2014-10-01,PR,rice
733,19,2014-10-01,PR,num_deputados
734,71,2014-10-01,PR,governismo
735,3,2006-05-01,PPS,dispersao
736,98,2006-05-01,PPS,fidelidade_lider
737,94,2006-05-01,PPS,rice
738,12,2006-05-01,PPS,num_deputados
739,69,2006-05-01,PPS,governismo
740,3,2006-05-01,PDT,dispersao
741,98,2006-05-01,PDT,fidelidade_lider
742,92,2006-05-01,PDT,rice
743,15,2006-05-01,PDT,num_deputados
744,72,2006-05-01,PDT,governismo
745,0,2006-05-01,PTC,dispersao
746,0,2006-05-01,PTC,rice
747,1,2006-05-01,PTC,num_deputados
748,85,2006-05-01,PTC,governismo
749,2,2006-05-01,PSOL,dispersao
750,98,2006-05-01,PSOL,fidelidade_lider
751,94,2006-05-01,PSOL,rice
752,6,2006-05-01,PSOL,num_deputados
753,67,2006-05-01,PSOL,governismo
754,2,2006-05-01,PT,dispersao
755,98,2006-05-01,PT,fidelidade_lider
756,95,2006-05-01,PT,rice
757,63,2006-05-01,PT,num_deputados
758,95,2006-05-01,PT,governismo
759,4,2006-05-01,PV,dispersao
760,95,2006-05-01,PV,fidelidade_lider
761,88,2006-05-01,PV,rice
762,5,2006-05-01,PV,num_deputados
763,68,2006-05-01,PV,governismo
764,5,2006-05-01,PTB,dispersao
765,96,2006-05-01,PTB,fidelidade_lider
766,88,2006-05-01,PTB,rice
767,30,2006-05-01,PTB,num_deputados
768,87,2006-05-01,PTB,governismo
769,1,2006-05-01,PRONA,dispersao
770,56,2006-05-01,PRONA,rice
771,2,2006-05-01,PRONA,num_deputados
772,64,2006-05-01,PRONA,governismo
773,1,2006-05-01,PMR,dispersao
774,51,2006-05-01,PMR,rice
775,2,2006-05-01,PMR,num_deputados
776,84,2006-05-01,PMR,governismo
777,0,2006-05-01,PRB,dispersao
778,50,2006-05-01,PRB,rice
779,2,2006-05-01,PRB,num_deputados
780,50,2006-05-01,PRB,governismo
781,5,2006-05-01,PSB,dispersao
782,96,2006-05-01,PSB,fidelidade_lider
783,87,2006-05-01,PSB,rice
784,22,2006-05-01,PSB,num_deputados
785,91,2006-05-01,PSB,governismo
786,3,2006-05-01,DEM,dispersao
787,97,2006-05-01,DEM,fidelidade_lider
788,92,2006-05-01,DEM,rice
789,42,2006-05-01,DEM,num_deputados
790,56,2006-05-01,DEM,governismo
791,4,2006-05-01,PSC,dispersao
792,95,2006-05-01,PSC,fidelidade_lider
793,86,2006-05-01,PSC,rice
794,5,2006-05-01,PSC,num_deputados
795,88,2006-05-01,PSC,governismo
796,2,2006-05-01,PSDB,dispersao
797,99,2006-05-01,PSDB,fidelidade_lider
798,94,2006-05-01,PSDB,rice
799,38,2006-05-01,PSDB,num_deputados
800,55,2006-05-01,PSDB,governismo
801,7,2006-05-01,PMDB,dispersao
802,92,2006-05-01,PMDB,fidelidade_lider
803,80,2006-05-01,PMDB,rice
804,57,2006-05-01,PMDB,num_deputados
805,83,2006-05-01,PMDB,governismo
806,6,2006-05-01,PP,dispersao
807,94,2006-05-01,PP,fidelidade_lider
808,84,2006-05-01,PP,rice
809,36,2006-05-01,PP,num_deputados
810,84,2006-05-01,PP,governismo
811,3,2006-05-01,PL,dispersao
812,98,2006-05-01,PL,fidelidade_lider
813,93,2006-05-01,PL,rice
814,26,2006-05-01,PL,num_deputados
815,90,2006-05-01,PL,governismo
816,1,2006-05-01,PCdoB,dispersao
817,100,2006-05-01,PCdoB,fidelidade_lider
818,98,2006-05-01,PCdoB,rice
819,8,2006-05-01,PCdoB,num_deputados
820,90,2006-05-01,PCdoB,governismo
821,1,2003-05-01,PPS,dispersao
822,100,2003-05-01,PPS,fidelidade_lider
823,96,2003-05-01,PPS,rice
824,17,2003-05-01,PPS,num_deputados
825,97,2003-05-01,PPS,governismo
826,4,2003-05-01,PDT,dispersao
827,95,2003-05-01,PDT,fidelidade_lider
828,88,2003-05-01,PDT,rice
829,12,2003-05-01,PDT,num_deputados
830,92,2003-05-01,PDT,governismo
831,0,2003-05-01,PT,dispersao
832,100,2003-05-01,PT,fidelidade_lider
833,99,2003-05-01,PT,rice
834,77,2003-05-01,PT,num_deputados
835,100,2003-05-01,PT,governismo
836,9,2003-05-01,PV,dispersao
837,89,2003-05-01,PV,fidelidade_lider
838,74,2003-05-01,PV,rice
839,5,2003-05-01,PV,num_deputados
840,80,2003-05-01,PV,governismo
841,1,2003-05-01,PTB,dispersao
842,100,2003-05-01,PTB,fidelidade_lider
843,97,2003-05-01,PTB,rice
844,34,2003-05-01,PTB,num_deputados
845,99,2003-05-01,PTB,governismo
846,2,2003-05-01,PRONA,dispersao
847,94,2003-05-01,PRONA,rice
848,5,2003-05-01,PRONA,num_deputados
849,47,2003-05-01,PRONA,governismo
850,9,2003-05-01,PPB,dispersao
851,83,2003-05-01,PPB,fidelidade_lider
852,74,2003-05-01,PPB,rice
853,32,2003-05-01,PPB,num_deputados
854,65,2003-05-01,PPB,governismo
855,2,2003-05-01,PSB,dispersao
856,96,2003-05-01,PSB,fidelidade_lider
857,95,2003-05-01,PSB,rice
858,21,2003-05-01,PSB,num_deputados
859,98,2003-05-01,PSB,governismo
860,9,2003-05-01,DEM,dispersao
861,91,2003-05-01,DEM,fidelidade_lider
862,78,2003-05-01,DEM,rice
863,55,2003-05-01,DEM,num_deputados
864,52,2003-05-01,DEM,governismo
865,7,2003-05-01,PSDB,dispersao
866,90,2003-05-01,PSDB,fidelidade_lider
867,81,2003-05-01,PSDB,rice
868,45,2003-05-01,PSDB,num_deputados
869,60,2003-05-01,PSDB,governismo
870,6,2003-05-01,PMDB,dispersao
871,95,2003-05-01,PMDB,fidelidade_lider
872,86,2003-05-01,PMDB,rice
873,49,2003-05-01,PMDB,num_deputados
874,84,2003-05-01,PMDB,governismo
875,0,2003-05-01,PST,dispersao
876,0,2003-05-01,PST,rice
877,1,2003-05-01,PST,num_deputados
878,100,2003-05-01,PST,governismo
879,2,2003-05-01,PL,dispersao
880,98,2003-05-01,PL,fidelidade_lider
881,95,2003-05-01,PL,rice
882,25,2003-05-01,PL,num_deputados
883,98,2003-05-01,PL,governismo
884,0,2003-05-01,PCdoB,dispersao
885,100,2003-05-01,PCdoB,fidelidade_lider
886,99,2003-05-01,PCdoB,rice
887,10,2003-05-01,PCdoB,num_deputados
888,100,2003-05-01,PCdoB,governismo
889,0,2003-05-01,PMN,dispersao
890,48,2003-05-01,PMN,rice
891,2,2003-05-01,PMN,num_deputados
892,100,2003-05-01,PMN,governismo
893,3,2012-09-01,PPS,dispersao
894,94,2012-09-01,PPS,fidelidade_lider
895,89,2012-09-01,PPS,rice
896,7,2012-09-01,PPS,num_deputados
897,72,2012-09-01,PPS,governismo
898,7,2012-09-01,PDT,dispersao
899,92,2012-09-01,PDT,fidelidade_lider
900,76,2012-09-01,PDT,rice
901,20,2012-09-01,PDT,num_deputados
902,87,2012-09-01,PDT,governismo
903,0,2012-09-01,PTC,dispersao
904,100,2012-09-01,PTC,fidelidade_lider
905,0,2012-09-01,PTC,rice
906,1,2012-09-01,PTC,num_deputados
907,84,2012-09-01,PTC,governismo
908,1,2012-09-01,PSOL,dispersao
909,94,2012-09-01,PSOL,fidelidade_lider
910,95,2012-09-01,PSOL,rice
911,3,2012-09-01,PSOL,num_deputados
912,71,2012-09-01,PSOL,governismo
913,0,2012-09-01,PT,dispersao
914,99,2012-09-01,PT,fidelidade_lider
915,99,2012-09-01,PT,rice
916,62,2012-09-01,PT,num_deputados
917,100,2012-09-01,PT,governismo
918,5,2012-09-01,PV,dispersao
919,94,2012-09-01,PV,fidelidade_lider
920,83,2012-09-01,PV,rice
921,7,2012-09-01,PV,num_deputados
922,83,2012-09-01,PV,governismo
923,12,2012-09-01,PEN,dispersao
924,0,2012-09-01,PEN,rice
925,2,2012-09-01,PEN,num_deputados
926,75,2012-09-01,PEN,governismo
927,4,2012-09-01,PTdoB,dispersao
928,94,2012-09-01,PTdoB,fidelidade_lider
929,58,2012-09-01,PTdoB,rice
930,2,2012-09-01,PTdoB,num_deputados
931,61,2012-09-01,PTdoB,governismo
932,0,2012-09-01,PRTB,dispersao
933,100,2012-09-01,PRTB,fidelidade_lider
934,0,2012-09-01,PRTB,rice
935,1,2012-09-01,PRTB,num_deputados
936,91,2012-09-01,PRTB,governismo
937,0,2012-09-01,PHS,dispersao
938,71,2012-09-01,PHS,fidelidade_lider
939,0,2012-09-01,PHS,rice
940,1,2012-09-01,PHS,num_deputados
941,76,2012-09-01,PHS,governismo
942,7,2012-09-01,PTB,dispersao
943,90,2012-09-01,PTB,fidelidade_lider
944,82,2012-09-01,PTB,rice
945,13,2012-09-01,PTB,num_deputados
946,79,2012-09-01,PTB,governismo
947,1,2012-09-01,PRB,dispersao
948,99,2012-09-01,PRB,fidelidade_lider
949,97,2012-09-01,PRB,rice
950,7,2012-09-01,PRB,num_deputados
951,90,2012-09-01,PRB,governismo
952,1,2012-09-01,PRP,dispersao
953,84,2012-09-01,PRP,fidelidade_lider
954,15,2012-09-01,PRP,rice
955,1,2012-09-01,PRP,num_deputados
956,79,2012-09-01,PRP,governismo
957,4,2012-09-01,PSB,dispersao
958,95,2012-09-01,PSB,fidelidade_lider
959,89,2012-09-01,PSB,rice
960,21,2012-09-01,PSB,num_deputados
961,89,2012-09-01,PSB,governismo
962,6,2012-09-01,DEM,dispersao
963,89,2012-09-01,DEM,fidelidade_lider
964,83,2012-09-01,DEM,rice
965,19,2012-09-01,DEM,num_deputados
966,66,2012-09-01,DEM,governismo
967,1,2012-09-01,PSC,dispersao
968,98,2012-09-01,PSC,fidelidade_lider
969,97,2012-09-01,PSC,rice
970,11,2012-09-01,PSC,num_deputados
971,71,2012-09-01,PSC,governismo
972,5,2012-09-01,PSDB,dispersao
973,99,2012-09-01,PSDB,fidelidade_lider
974,85,2012-09-01,PSDB,rice
975,34,2012-09-01,PSDB,num_deputados
976,62,2012-09-01,PSDB,governismo
977,3,2012-09-01,PMDB,dispersao
978,98,2012-09-01,PMDB,fidelidade_lider
979,91,2012-09-01,PMDB,rice
980,50,2012-09-01,PMDB,num_deputados
981,86,2012-09-01,PMDB,governismo
982,5,2012-09-01,PP,dispersao
983,96,2012-09-01,PP,fidelidade_lider
984,85,2012-09-01,PP,rice
985,25,2012-09-01,PP,num_deputados
986,89,2012-09-01,PP,governismo
987,5,2012-09-01,PSD,dispersao
988,97,2012-09-01,PSD,fidelidade_lider
989,85,2012-09-01,PSD,rice
990,32,2012-09-01,PSD,num_deputados
991,79,2012-09-01,PSD,governismo
992,0,2012-09-01,PSL,dispersao
993,85,2012-09-01,PSL,fidelidade_lider
994,0,2012-09-01,PSL,rice
995,1,2012-09-01,PSL,num_deputados
996,78,2012-09-01,PSL,governismo
997,2,2012-09-01,PCdoB,dispersao
998,99,2012-09-01,PCdoB,fidelidade_lider
999,95,2012-09-01,PCdoB,rice
1000,9,2012-09-01,PCdoB,num_deputados
1001,95,2012-09-01,PCdoB,governismo
1002,3,2012-09-01,PMN,dispersao
1003,45,2012-09-01,PMN,rice
1004,2,2012-09-01,PMN,num_deputados
1005,66,2012-09-01,PMN,governismo
1006,8,2012-09-01,PR,dispersao
1007,88,2012-09-01,PR,fidelidade_lider
1008,77,2012-09-01,PR,rice
1009,22,2012-09-01,PR,num_deputados
1010,68,2012-09-01,PR,governismo
1011,5,2014-04-01,PPS,dispersao
1012,95,2014-04-01,PPS,fidelidade_lider
1013,87,2014-04-01,PPS,rice
1014,5,2014-04-01,PPS,num_deputados
1015,67,2014-04-01,PPS,governismo
1016,6,2014-04-01,PDT,dispersao
1017,94,2014-04-01,PDT,fidelidade_lider
1018,83,2014-04-01,PDT,rice
1019,14,2014-04-01,PDT,num_deputados
1020,76,2014-04-01,PDT,governismo
1021,0,2014-04-01,PSOL,dispersao
1022,100,2014-04-01,PSOL,fidelidade_lider
1023,94,2014-04-01,PSOL,rice
1024,3,2014-04-01,PSOL,num_deputados
1025,71,2014-04-01,PSOL,governismo
1026,3,2014-04-01,PT,dispersao
1027,99,2014-04-01,PT,fidelidade_lider
1028,92,2014-04-01,PT,rice
1029,60,2014-04-01,PT,num_deputados
1030,93,2014-04-01,PT,governismo
1031,4,2014-04-01,PV,dispersao
1032,96,2014-04-01,PV,fidelidade_lider
1033,88,2014-04-01,PV,rice
1034,6,2014-04-01,PV,num_deputados
1035,78,2014-04-01,PV,governismo
1036,0,2014-04-01,PEN,dispersao
1037,0,2014-04-01,PEN,rice
1038,1,2014-04-01,PEN,num_deputados
1039,100,2014-04-01,PEN,governismo
1040,2,2014-04-01,PTdoB,dispersao
1041,96,2014-04-01,PTdoB,fidelidade_lider
1042,58,2014-04-01,PTdoB,rice
1043,2,2014-04-01,PTdoB,num_deputados
1044,74,2014-04-01,PTdoB,governismo
1045,0,2014-04-01,PHS,dispersao
1046,100,2014-04-01,PHS,fidelidade_lider
1047,0,2014-04-01,PHS,rice
1048,1,2014-04-01,PHS,num_deputados
1049,100,2014-04-01,PHS,governismo
1050,4,2014-04-01,PTB,dispersao
1051,97,2014-04-01,PTB,fidelidade_lider
1052,88,2014-04-01,PTB,rice
1053,11,2014-04-01,PTB,num_deputados
1054,75,2014-04-01,PTB,governismo
1055,6,2014-04-01,SDD,dispersao
1056,93,2014-04-01,SDD,fidelidade_lider
1057,84,2014-04-01,SDD,rice
1058,14,2014-04-01,SDD,num_deputados
1059,72,2014-04-01,SDD,governismo
1060,1,2014-04-01,PRB,dispersao
1061,99,2014-04-01,PRB,fidelidade_lider
1062,91,2014-04-01,PRB,rice
1063,5,2014-04-01,PRB,num_deputados
1064,85,2014-04-01,PRB,governismo
1065,1,2014-04-01,PRP,dispersao
1066,100,2014-04-01,PRP,fidelidade_lider
1067,61,2014-04-01,PRP,rice
1068,2,2014-04-01,PRP,num_deputados
1069,79,2014-04-01,PRP,governismo
1070,0,2014-04-01,PSDC,dispersao
1071,100,2014-04-01,PSDC,fidelidade_lider
1072,0,2014-04-01,PSDC,rice
1073,1,2014-04-01,PSDC,num_deputados
1074,89,2014-04-01,PSDC,governismo
1075,6,2014-04-01,PROS,dispersao
1076,94,2014-04-01,PROS,fidelidade_lider
1077,82,2014-04-01,PROS,rice
1078,12,2014-04-01,PROS,num_deputados
1079,82,2014-04-01,PROS,governismo
1080,3,2014-04-01,PSB,dispersao
1081,98,2014-04-01,PSB,fidelidade_lider
1082,93,2014-04-01,PSB,rice
1083,18,2014-04-01,PSB,num_deputados
1084,72,2014-04-01,PSB,governismo
1085,2,2014-04-01,DEM,dispersao
1086,98,2014-04-01,DEM,fidelidade_lider
1087,96,2014-04-01,DEM,rice
1088,18,2014-04-01,DEM,num_deputados
1089,65,2014-04-01,DEM,governismo
1090,3,2014-04-01,PSC,dispersao
1091,98,2014-04-01,PSC,fidelidade_lider
1092,88,2014-04-01,PSC,rice
1093,8,2014-04-01,PSC,num_deputados
1094,74,2014-04-01,PSC,governismo
1095,4,2014-04-01,PSDB,dispersao
1096,95,2014-04-01,PSDB,fidelidade_lider
1097,88,2014-04-01,PSDB,rice
1098,29,2014-04-01,PSDB,num_deputados
1099,67,2014-04-01,PSDB,governismo
1100,3,2014-04-01,PMDB,dispersao
1101,97,2014-04-01,PMDB,fidelidade_lider
1102,91,2014-04-01,PMDB,rice
1103,48,2014-04-01,PMDB,num_deputados
1104,81,2014-04-01,PMDB,governismo
1105,6,2014-04-01,PP,dispersao
1106,96,2014-04-01,PP,fidelidade_lider
1107,84,2014-04-01,PP,rice
1108,24,2014-04-01,PP,num_deputados
1109,80,2014-04-01,PP,governismo
1110,5,2014-04-01,PSD,dispersao
1111,97,2014-04-01,PSD,fidelidade_lider
1112,86,2014-04-01,PSD,rice
1113,26,2014-04-01,PSD,num_deputados
1114,75,2014-04-01,PSD,governismo
1115,1,2014-04-01,PCdoB,dispersao
1116,100,2014-04-01,PCdoB,fidelidade_lider
1117,97,2014-04-01,PCdoB,rice
1118,11,2014-04-01,PCdoB,num_deputados
1119,89,2014-04-01,PCdoB,governismo
1120,5,2014-04-01,PMN,dispersao
1121,41,2014-04-01,PMN,fidelidade_lider
1122,72,2014-04-01,PMN,rice
1123,2,2014-04-01,PMN,num_deputados
1124,74,2014-04-01,PMN,governismo
1125,3,2014-04-01,PR,dispersao
1126,98,2014-04-01,PR,fidelidade_lider
1127,93,2014-04-01,PR,rice
1128,20,2014-04-01,PR,num_deputados
1129,81,2014-04-01,PR,governismo
1130,4,2013-10-01,PPS,dispersao
1131,94,2013-10-01,PPS,fidelidade_lider
1132,86,2013-10-01,PPS,rice
1133,7,2013-10-01,PPS,num_deputados
1134,51,2013-10-01,PPS,governismo
1135,8,2013-10-01,PDT,dispersao
1136,93,2013-10-01,PDT,fidelidade_lider
1137,80,2013-10-01,PDT,rice
1138,19,2013-10-01,PDT,num_deputados
1139,76,2013-10-01,PDT,governismo
1140,0,2013-10-01,PSOL,dispersao
1141,97,2013-10-01,PSOL,fidelidade_lider
1142,92,2013-10-01,PSOL,rice
1143,3,2013-10-01,PSOL,num_deputados
1144,66,2013-10-01,PSOL,governismo
1145,2,2013-10-01,PT,dispersao
1146,98,2013-10-01,PT,fidelidade_lider
1147,96,2013-10-01,PT,rice
1148,66,2013-10-01,PT,num_deputados
1149,97,2013-10-01,PT,governismo
1150,4,2013-10-01,PV,dispersao
1151,96,2013-10-01,PV,fidelidade_lider
1152,90,2013-10-01,PV,rice
1153,7,2013-10-01,PV,num_deputados
1154,83,2013-10-01,PV,governismo
1155,3,2013-10-01,PEN,dispersao
1156,19,2013-10-01,PEN,fidelidade_lider
1157,36,2013-10-01,PEN,rice
1158,1,2013-10-01,PEN,num_deputados
1159,77,2013-10-01,PEN,governismo
1160,3,2013-10-01,PTdoB,dispersao
1161,88,2013-10-01,PTdoB,fidelidade_lider
1162,48,2013-10-01,PTdoB,rice
1163,2,2013-10-01,PTdoB,num_deputados
1164,75,2013-10-01,PTdoB,governismo
1165,0,2013-10-01,PRTB,dispersao
1166,83,2013-10-01,PRTB,fidelidade_lider
1167,0,2013-10-01,PRTB,rice
1168,1,2013-10-01,PRTB,num_deputados
1169,55,2013-10-01,PRTB,governismo
1170,0,2013-10-01,PHS,dispersao
1171,85,2013-10-01,PHS,fidelidade_lider
1172,0,2013-10-01,PHS,rice
1173,1,2013-10-01,PHS,num_deputados
1174,76,2013-10-01,PHS,governismo
1175,7,2013-10-01,PTB,dispersao
1176,86,2013-10-01,PTB,fidelidade_lider
1177,79,2013-10-01,PTB,rice
1178,11,2013-10-01,PTB,num_deputados
1179,81,2013-10-01,PTB,governismo
1180,9,2013-10-01,SDD,dispersao
1181,88,2013-10-01,SDD,fidelidade_lider
1182,75,2013-10-01,SDD,rice
1183,13,2013-10-01,SDD,num_deputados
1184,59,2013-10-01,SDD,governismo
1185,2,2013-10-01,PRB,dispersao
1186,96,2013-10-01,PRB,fidelidade_lider
1187,93,2013-10-01,PRB,rice
1188,6,2013-10-01,PRB,num_deputados
1189,86,2013-10-01,PRB,governismo
1190,2,2013-10-01,PRP,dispersao
1191,98,2013-10-01,PRP,fidelidade_lider
1192,41,2013-10-01,PRP,rice
1193,1,2013-10-01,PRP,num_deputados
1194,84,2013-10-01,PRP,governismo
1195,8,2013-10-01,PROS,dispersao
1196,93,2013-10-01,PROS,fidelidade_lider
1197,78,2013-10-01,PROS,rice
1198,11,2013-10-01,PROS,num_deputados
1199,74,2013-10-01,PROS,governismo
1200,6,2013-10-01,PSB,dispersao
1201,91,2013-10-01,PSB,fidelidade_lider
1202,83,2013-10-01,PSB,rice
1203,18,2013-10-01,PSB,num_deputados
1204,78,2013-10-01,PSB,governismo
1205,6,2013-10-01,DEM,dispersao
1206,90,2013-10-01,DEM,fidelidade_lider
1207,84,2013-10-01,DEM,rice
1208,16,2013-10-01,DEM,num_deputados
1209,56,2013-10-01,DEM,governismo
1210,6,2013-10-01,PSC,dispersao
1211,92,2013-10-01,PSC,fidelidade_lider
1212,85,2013-10-01,PSC,rice
1213,11,2013-10-01,PSC,num_deputados
1214,75,2013-10-01,PSC,governismo
1215,4,2013-10-01,PSDB,dispersao
1216,92,2013-10-01,PSDB,fidelidade_lider
1217,88,2013-10-01,PSDB,rice
1218,29,2013-10-01,PSDB,num_deputados
1219,53,2013-10-01,PSDB,governismo
1220,7,2013-10-01,PMDB,dispersao
1221,91,2013-10-01,PMDB,fidelidade_lider
1222,81,2013-10-01,PMDB,rice
1223,50,2013-10-01,PMDB,num_deputados
1224,72,2013-10-01,PMDB,governismo
1225,8,2013-10-01,PP,dispersao
1226,90,2013-10-01,PP,fidelidade_lider
1227,78,2013-10-01,PP,rice
1228,23,2013-10-01,PP,num_deputados
1229,81,2013-10-01,PP,governismo
1230,5,2013-10-01,PSD,dispersao
1231,92,2013-10-01,PSD,fidelidade_lider
1232,86,2013-10-01,PSD,rice
1233,27,2013-10-01,PSD,num_deputados
1234,70,2013-10-01,PSD,governismo
1235,0,2013-10-01,PSL,dispersao
1236,94,2013-10-01,PSL,fidelidade_lider
1237,0,2013-10-01,PSL,rice
1238,1,2013-10-01,PSL,num_deputados
1239,84,2013-10-01,PSL,governismo
1240,1,2013-10-01,PCdoB,dispersao
1241,100,2013-10-01,PCdoB,fidelidade_lider
1242,97,2013-10-01,PCdoB,rice
1243,10,2013-10-01,PCdoB,num_deputados
1244,94,2013-10-01,PCdoB,governismo
1245,4,2013-10-01,PMN,dispersao
1246,66,2013-10-01,PMN,rice
1247,2,2013-10-01,PMN,num_deputados
1248,74,2013-10-01,PMN,governismo
1249,6,2013-10-01,PR,dispersao
1250,93,2013-10-01,PR,fidelidade_lider
1251,85,2013-10-01,PR,rice
1252,21,2013-10-01,PR,num_deputados
1253,82,2013-10-01,PR,governismo
1254,3,2006-04-01,PPS,dispersao
1255,98,2006-04-01,PPS,fidelidade_lider
1256,93,2006-04-01,PPS,rice
1257,11,2006-04-01,PPS,num_deputados
1258,70,2006-04-01,PPS,governismo
1259,3,2006-04-01,PDT,dispersao
1260,98,2006-04-01,PDT,fidelidade_lider
1261,91,2006-04-01,PDT,rice
1262,15,2006-04-01,PDT,num_deputados
1263,75,2006-04-01,PDT,governismo
1264,0,2006-04-01,PTC,dispersao
1265,0,2006-04-01,PTC,rice
1266,1,2006-04-01,PTC,num_deputados
1267,85,2006-04-01,PTC,governismo
1268,2,2006-04-01,PSOL,dispersao
1269,98,2006-04-01,PSOL,fidelidade_lider
1270,96,2006-04-01,PSOL,rice
1271,6,2006-04-01,PSOL,num_deputados
1272,70,2006-04-01,PSOL,governismo
1273,2,2006-04-01,PT,dispersao
1274,98,2006-04-01,PT,fidelidade_lider
1275,94,2006-04-01,PT,rice
1276,64,2006-04-01,PT,num_deputados
1277,94,2006-04-01,PT,governismo
1278,5,2006-04-01,PV,dispersao
1279,94,2006-04-01,PV,fidelidade_lider
1280,85,2006-04-01,PV,rice
1281,5,2006-04-01,PV,num_deputados
1282,69,2006-04-01,PV,governismo
1283,4,2006-04-01,PTB,dispersao
1284,96,2006-04-01,PTB,fidelidade_lider
1285,88,2006-04-01,PTB,rice
1286,30,2006-04-01,PTB,num_deputados
1287,89,2006-04-01,PTB,governismo
1288,1,2006-04-01,PRONA,dispersao
1289,69,2006-04-01,PRONA,rice
1290,2,2006-04-01,PRONA,num_deputados
1291,68,2006-04-01,PRONA,governismo
1292,1,2006-04-01,PMR,dispersao
1293,49,2006-04-01,PMR,rice
1294,2,2006-04-01,PMR,num_deputados
1295,84,2006-04-01,PMR,governismo
1296,5,2006-04-01,PSB,dispersao
1297,96,2006-04-01,PSB,fidelidade_lider
1298,87,2006-04-01,PSB,rice
1299,21,2006-04-01,PSB,num_deputados
1300,91,2006-04-01,PSB,governismo
1301,3,2006-04-01,DEM,dispersao
1302,97,2006-04-01,DEM,fidelidade_lider
1303,92,2006-04-01,DEM,rice
1304,41,2006-04-01,DEM,num_deputados
1305,61,2006-04-01,DEM,governismo
1306,4,2006-04-01,PSC,dispersao
1307,95,2006-04-01,PSC,fidelidade_lider
1308,85,2006-04-01,PSC,rice
1309,5,2006-04-01,PSC,num_deputados
1310,88,2006-04-01,PSC,governismo
1311,3,2006-04-01,PSDB,dispersao
1312,99,2006-04-01,PSDB,fidelidade_lider
1313,90,2006-04-01,PSDB,rice
1314,38,2006-04-01,PSDB,num_deputados
1315,60,2006-04-01,PSDB,governismo
1316,7,2006-04-01,PMDB,dispersao
1317,93,2006-04-01,PMDB,fidelidade_lider
1318,82,2006-04-01,PMDB,rice
1319,56,2006-04-01,PMDB,num_deputados
1320,84,2006-04-01,PMDB,governismo
1321,6,2006-04-01,PP,dispersao
1322,94,2006-04-01,PP,fidelidade_lider
1323,83,2006-04-01,PP,rice
1324,36,2006-04-01,PP,num_deputados
1325,86,2006-04-01,PP,governismo
1326,3,2006-04-01,PL,dispersao
1327,99,2006-04-01,PL,fidelidade_lider
1328,94,2006-04-01,PL,rice
1329,26,2006-04-01,PL,num_deputados
1330,92,2006-04-01,PL,governismo
1331,1,2006-04-01,PCdoB,dispersao
1332,100,2006-04-01,PCdoB,fidelidade_lider
1333,98,2006-04-01,PCdoB,rice
1334,8,2006-04-01,PCdoB,num_deputados
1335,93,2006-04-01,PCdoB,governismo
1336,1,2003-06-01,PPS,dispersao
1337,100,2003-06-01,PPS,fidelidade_lider
1338,97,2003-06-01,PPS,rice
1339,16,2003-06-01,PPS,num_deputados
1340,98,2003-06-01,PPS,governismo
1341,3,2003-06-01,PDT,dispersao
1342,96,2003-06-01,PDT,fidelidade_lider
1343,91,2003-06-01,PDT,rice
1344,11,2003-06-01,PDT,num_deputados
1345,94,2003-06-01,PDT,governismo
1346,0,2003-06-01,PT,dispersao
1347,100,2003-06-01,PT,fidelidade_lider
1348,99,2003-06-01,PT,rice
1349,75,2003-06-01,PT,num_deputados
