"ID_VOTACAO";"POLITICO";"PARTIDO";"VOTO"
"5348";"Blairo Maggi";"PR";"ABSTENCAO"
"5348";"Romero Juca";"PMDB";"SIM"
"5348";"Ronaldo Caiado";"DEM";"NAO"
"5348";"Eunicio Oliveira";"PMDB";"NAO"
"5348";"Roberto Rocha";"PSB";"SIM"
"5348";"Paulo Rocha";"PT";"SIM"
"5348";"Aecio Neves";"PSDB";"NAO VOTOU"
"5348";"Vanessa Grazziotin";"PCdoB";"SIM"
"5348";"Jose Pimentel";"PT";"SIM"
"5348";"Lucia Vania";"PSDB";"SIM"
"5348";"Ciro Nogueira";"PP";"NAO"
"5348";"Roberto Requiao";"PMDB";"NAO"
"5348";"Walter Pinheiro";"PT";"SIM"
"5348";"Ricardo Ferraco";"PMDB";"NAO"
"5348";"Joao Alberto Souza";"PMDB";"NAO VOTOU"
"5348";"Alvaro Dias";"PSDB";"NAO"
"5348";"Maria do Carmo Alves";"DEM";"NAO VOTOU"
"5348";"Antonio Carlos Valadares";"PSB";"SIM"
"5348";"Magno Malta";"PR";"NAO VOTOU"
"5348";"Waldemir Moka";"PMDB";"NAO"
"5348";"Raimundo Lira";"PMDB";"NAO"
"5348";"Rose de Freitas";"PMDB";"NAO VOTOU"
"5348";"Lindbergh Farias";"PT";"SIM"
"5348";"Paulo Bauer";"PSDB";"NAO VOTOU"
"5348";"Aloysio Nunes Ferreira";"PSDB";"NAO VOTOU"
"5348";"Jose Serra";"PSDB";"NAO VOTOU"
"5348";"Joao Capiberibe";"PSB";"SIM"
"5348";"Tasso Jereissati";"PSDB";"NAO"
"5348";"Jose Maranhao";"PMDB";"NAO VOTOU"
"5348";"Valdir Raupp";"PMDB";"NAO"
"5348";"Marcelo Crivella";"PRB";"NAO VOTOU"
"5348";"Delcidio do Amaral";"PT";"SIM"
"5348";"Vicentinho Alves";"PR";"NAO"
"5348";"Benedito de Lira";"PP";"NAO"
"5348";"Cristovam Buarque";"PDT";"NAO VOTOU"
"5348";"Garibaldi Alves Filho";"PMDB";"NAO"
"5348";"Flexa Ribeiro";"PSDB";"NAO"
"5348";"Fernando Collor";"PTB";"NAO VOTOU"
"5348";"Gladson Cameli";"PP";"NAO"
"5348";"Sergio Petecao";"PSD";"NAO"
"5348";"Angela Portela";"PT";"SIM"
"5348";"Eduardo Amorim";"PSC";"SIM"
"5348";"Zeze Perrella";"PDT";"NAO VOTOU"
"5348";"Ataides Oliveira";"PSDB";"NAO"
"5348";"Marta Suplicy";"PT";"SIM"
"5348";"Luiz Henrique";"PMDB";"NAO VOTOU"
"5348";"Ivo Cassol";"PP";"NAO"
"5348";"Gleisi Hoffmann";"PT";"NAO VOTOU"
"5348";"Humberto Costa";"PT";"SIM"
"5348";"Randolfe Rodrigues";"PSOL";"SIM"
"5348";"Sandra Braga";"PMDB";"NAO VOTOU"
"5348";"Jorge Viana";"PT";"NAO VOTOU"
"5348";"Cassio Cunha Lima";"PSDB";"NAO"
"5348";"Acir Gurgacz";"PDT";"NAO"
"5348";"Ana Amelia";"PP";"NAO"
"5348";"Fernando Bezerra Coelho";"PSB";"SIM"
"5348";"Douglas Cintra";"PTB";"NAO"
"5348";"Reguffe";"PDT";"SIM"
"5348";"Otto Alencar";"PSD";"SIM"
"5348";"Omar Aziz";"PSD";"SIM"
"5348";"Simone Tebet";"PMDB";"NAO"
"5348";"Antonio Anastasia";"PSDB";"NAO"
"5348";"Elmano Ferrer";"PTB";"NAO"
"5348";"Lasier Martins";"PDT";"SIM"
"5348";"Telmario Mota";"PDT";"SIM"
"5348";"Wilder Morais";"DEM";"NAO"
"5348";"Donizeti Nogueira";"PT";"SIM"
"5348";"Wellington Fagundes";"PR";"NAO"
"5348";"Helio Jose";"PSD";"SIM"
"5348";"Jose Medeiros";"PPS";"NAO"
"5348";"Fatima Bezerra";"PT";"SIM"
"5348";"Davi Alcolumbre";"DEM";"SIM"
"5348";"Lidice da Mata";"PSB";"SIM"
"5348";"Regina Sousa";"PT";"SIM"
"5348";"Romario";"PSB";"SIM"
"5348";"Dario Berger";"PMDB";"NAO"
"5349";"Jose Agripino";"DEM";"NAO"
"5349";"Edison Lobao";"PMDB";"NAO"
"5349";"Renan Calheiros";"PMDB";"NAO VOTOU"
"5349";"Jader Barbalho";"PMDB";"NAO"
"5349";"Paulo Paim";"PT";"SIM"
"5349";"Blairo Maggi";"PR";"NAO VOTOU"
"5349";"Romero Juca";"PMDB";"PRESIDENTE"
"5349";"Ronaldo Caiado";"DEM";"NAO"
"5349";"Eunicio Oliveira";"PMDB";"NAO VOTOU"
"5349";"Roberto Rocha";"PSB";"SIM"
"5349";"Paulo Rocha";"PT";"SIM"
"5349";"Aecio Neves";"PSDB";"NAO VOTOU"
"5349";"Vanessa Grazziotin";"PCdoB";"SIM"
"5349";"Jose Pimentel";"PT";"SIM"
"5349";"Lucia Vania";"PSDB";"NAO"
"5349";"Ciro Nogueira";"PP";"SIM"
"5349";"Roberto Requiao";"PMDB";"SIM"
"5349";"Walter Pinheiro";"PT";"SIM"
"5349";"Ricardo Ferraco";"PMDB";"NAO"
"5349";"Joao Alberto Souza";"PMDB";"NAO"
"5349";"Alvaro Dias";"PSDB";"NAO"
"5349";"Maria do Carmo Alves";"DEM";"NAO VOTOU"
"5349";"Antonio Carlos Valadares";"PSB";"NAO VOTOU"
"5349";"Magno Malta";"PR";"NAO VOTOU"
"5349";"Waldemir Moka";"PMDB";"NAO"
"5349";"Raimundo Lira";"PMDB";"NAO"
"5349";"Rose de Freitas";"PMDB";"ABSTENCAO"
"5349";"Lindbergh Farias";"PT";"SIM"
"5349";"Paulo Bauer";"PSDB";"NAO VOTOU"
"5349";"Aloysio Nunes Ferreira";"PSDB";"NAO VOTOU"
"5349";"Jose Serra";"PSDB";"NAO"
"5349";"Joao Capiberibe";"PSB";"SIM"
"5349";"Tasso Jereissati";"PSDB";"SIM"
